#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-06-16 00:00:00+00:00 2018-09-15 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
IWA,2017-11-10 07:55,-111.6555,33.3078,59.00,41.00,51.18,120.00,6.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KIWA 100755Z AUTO 12006KT 10SM CLR 15/05 A2994 RMK AO2
IWA,2017-11-10 08:15,-111.6555,33.3078,59.00,39.20,47.72,120.00,5.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KIWA 100815Z AUTO 12005KT 10SM CLR 15/04 A2994 RMK AO2
IWA,2017-11-10 08:35,-111.6555,33.3078,57.20,39.20,50.91,110.00,5.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KIWA 100835Z AUTO 11005KT 10SM CLR 14/04 A2993 RMK AO2
IWA,2017-11-10 08:55,-111.6555,33.3078,57.20,39.20,50.91,110.00,3.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KIWA 100855Z AUTO 11003KT 10SM CLR 14/04 A2993 RMK AO2
IWA,2017-11-10 09:15,-111.6555,33.3078,55.40,39.20,54.34,120.00,4.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 100915Z AUTO 12004KT 10SM CLR 13/04 A2994 RMK AO2
IWA,2017-11-10 09:35,-111.6555,33.3078,55.40,41.00,58.27,120.00,5.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 100935Z AUTO 12005KT 10SM CLR 13/05 A2993 RMK AO2
IWA,2017-11-10 09:55,-111.6555,33.3078,55.40,41.00,58.27,110.00,6.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 100955Z AUTO 11006KT 10SM CLR 13/05 A2993 RMK AO2
IWA,2017-11-10 10:15,-111.6555,33.3078,55.40,37.40,50.64,100.00,7.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 101015Z AUTO 10007KT 10SM CLR 13/03 A2993 RMK AO2
IWA,2017-11-10 10:35,-111.6555,33.3078,55.40,39.20,54.34,100.00,6.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 101035Z AUTO 10006KT 10SM CLR 13/04 A2993 RMK AO2
IWA,2017-11-10 10:55,-111.6555,33.3078,55.40,39.20,54.34,100.00,6.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 101055Z AUTO 10006KT 10SM CLR 13/04 A2993 RMK AO2
IWA,2017-11-10 11:15,-111.6555,33.3078,55.40,39.20,54.34,110.00,5.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 101115Z AUTO 11005KT 10SM CLR 13/04 A2993 RMK AO2
IWA,2017-11-10 11:35,-111.6555,33.3078,55.40,39.20,54.34,100.00,5.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 101135Z AUTO 10005KT 10SM CLR 13/04 A2993 RMK AO2
IWA,2017-11-10 11:50,-111.6555,33.3078,55.40,39.20,54.34,100.00,6.00,0.00,29.93,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 101150Z 10006KT 20SM SKC 13/04 A2993
IWA,2017-11-10 12:47,-111.6555,33.3078,55.40,39.20,54.34,120.00,6.00,0.00,29.95,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 101247Z 12006KT 20SM SKC 13/04 A2995
IWA,2017-11-10 13:47,-111.6555,33.3078,57.20,39.20,50.91,90.00,7.00,0.00,29.96,M,20.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,57.20,KIWA 101347Z 09007KT 20SM FEW200 14/04 A2996
IWA,2017-11-10 14:50,-111.6555,33.3078,57.20,39.20,50.91,90.00,5.00,0.00,29.98,M,45.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,57.20,KIWA 101450Z 09005KT 45SM FEW250 14/04 A2998
IWA,2017-11-10 15:47,-111.6555,33.3078,64.40,42.80,45.32,130.00,4.00,0.00,29.99,M,45.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,64.40,KIWA 101547Z 13004KT 45SM FEW200 18/06 A2999
IWA,2017-11-10 17:56,-111.6555,33.3078,75.20,42.80,31.34,0.00,0.00,0.00,29.97,M,45.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,75.20,KIWA 101756Z 00000KT 45SM SCT250 24/06 A2997
IWA,2017-11-10 18:59,-111.6555,33.3078,78.80,44.60,29.79,M,3.00,0.00,29.94,M,35.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,78.80,KIWA 101859Z VRB03KT 35SM FEW250 26/07 A2994
IWA,2017-11-10 19:53,-111.6555,33.3078,80.60,44.60,28.08,130.00,3.00,0.00,29.91,M,45.00,M,FEW,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,80.60,KIWA 101953Z 13003KT 45SM FEW150 27/07 A2991
IWA,2017-11-10 20:50,-111.6555,33.3078,82.40,44.60,26.49,290.00,4.00,0.00,29.89,M,45.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,82.40,KIWA 102050Z 29004KT 45SM FEW200 28/07 A2989
IWA,2017-11-10 21:48,-111.6555,33.3078,82.40,44.60,26.49,260.00,4.00,0.00,29.88,M,20.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.40,KIWA 102148Z 26004KT 20SM SC200 28/07 A2988
IWA,2017-11-10 22:47,-111.6555,33.3078,82.40,42.80,24.72,230.00,4.00,0.00,29.87,M,45.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,82.40,KIWA 102247Z 23004KT 45SM BKN250 28/06 A2987
IWA,2017-11-10 23:55,-111.6555,33.3078,80.60,42.80,26.22,270.00,4.00,0.00,29.87,M,20.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,80.60,KIWA 102355Z 27004KT 20SM SCT200 27/06 A2987
IWA,2017-11-11 00:52,-111.6555,33.3078,75.20,41.00,29.23,240.00,4.00,0.00,29.89,M,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,75.20,KIWA 110052Z 24004KT 10SM SCT200 24/05 A2989
IWA,2017-11-11 01:47,-111.6555,33.3078,71.60,39.20,30.77,0.00,0.00,0.00,29.89,M,20.00,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,71.60,KIWA 110147Z 00000KT 20SM BKN200 22/04 A2989
IWA,2017-11-11 02:58,-111.6555,33.3078,69.80,39.20,32.72,0.00,0.00,0.00,29.90,M,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,69.80,KIWA 110258Z 00000KT 10SM SCT200 21/04 A2990
IWA,2017-11-11 03:47,-111.6555,33.3078,64.40,39.20,39.43,100.00,3.00,0.00,29.91,M,20.00,M,OVC,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,64.40,KIWA 110347Z 10003KT 20SM OVC200 18/04 A2991
IWA,2017-11-11 04:58,-111.6555,33.3078,62.60,42.80,48.28,140.00,4.00,0.00,29.91,M,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,62.60,KIWA 110458Z 14004KT 10SM SCT200 17/06 A2991
IWA,2017-11-11 05:49,-111.6555,33.3078,62.60,39.20,42.00,90.00,4.00,0.00,29.92,M,20.00,M,OVC,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,62.60,KIWA 110549Z 09004KT 20SM OVC200 17/04 A2992
IWA,2017-11-11 06:49,-111.6555,33.3078,60.80,35.60,38.85,90.00,7.00,0.00,29.93,M,20.00,M,OVC,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,60.80,KIWA 110649Z 09007KT 20SM OVC200 16/02 A2993
IWA,2017-11-11 07:15,-111.6555,33.3078,59.00,35.60,41.42,130.00,6.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KIWA 110715Z AUTO 13006KT 10SM CLR 15/02 A2993 RMK AO2
IWA,2017-11-11 07:35,-111.6555,33.3078,59.00,37.40,44.47,130.00,6.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KIWA 110735Z AUTO 13006KT 10SM CLR 15/03 A2993 RMK AO2
IWA,2017-11-11 07:55,-111.6555,33.3078,57.20,39.20,50.91,130.00,5.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KIWA 110755Z AUTO 13005KT 10SM CLR 14/04 A2993 RMK AO2
IWA,2017-11-11 08:15,-111.6555,33.3078,57.20,39.20,50.91,110.00,6.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KIWA 110815Z AUTO 11006KT 10SM CLR 14/04 A2993 RMK AO2
IWA,2017-11-11 08:35,-111.6555,33.3078,57.20,37.40,47.44,110.00,7.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KIWA 110835Z AUTO 11007KT 10SM CLR 14/03 A2993 RMK AO2
IWA,2017-11-11 08:55,-111.6555,33.3078,57.20,35.60,44.19,120.00,6.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KIWA 110855Z AUTO 12006KT 10SM CLR 14/02 A2993 RMK AO2
IWA,2017-11-11 09:15,-111.6555,33.3078,55.40,35.60,47.16,110.00,6.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 110915Z AUTO 11006KT 10SM CLR 13/02 A2993 RMK AO2
IWA,2017-11-11 09:35,-111.6555,33.3078,55.40,35.60,47.16,100.00,6.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 110935Z AUTO 10006KT 10SM CLR 13/02 A2993 RMK AO2
IWA,2017-11-11 09:55,-111.6555,33.3078,55.40,35.60,47.16,100.00,4.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 110955Z AUTO 10004KT 10SM CLR 13/02 A2993 RMK AO2
IWA,2017-11-11 10:15,-111.6555,33.3078,55.40,35.60,47.16,100.00,3.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 111015Z AUTO 10003KT 10SM CLR 13/02 A2993 RMK AO2
IWA,2017-11-11 10:35,-111.6555,33.3078,55.40,35.60,47.16,110.00,4.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 111035Z AUTO 11004KT 10SM CLR 13/02 A2994 RMK AO2
IWA,2017-11-11 10:55,-111.6555,33.3078,53.60,35.60,50.36,120.00,4.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KIWA 111055Z AUTO 12004KT 10SM CLR 12/02 A2994 RMK AO2
IWA,2017-11-11 11:15,-111.6555,33.3078,53.60,35.60,50.36,110.00,5.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KIWA 111115Z AUTO 11005KT 10SM CLR 12/02 A2994 RMK AO2
IWA,2017-11-11 11:35,-111.6555,33.3078,53.60,35.60,50.36,110.00,7.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KIWA 111135Z AUTO 11007KT 10SM CLR 12/02 A2995 RMK AO2
IWA,2017-11-11 11:47,-111.6555,33.3078,55.40,35.60,47.16,100.00,6.00,0.00,29.95,M,20.00,M,SCT,M,M,M,18000.00,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 111147Z 10006KT 20SM SCT180 13/02 A2995
IWA,2017-11-11 12:47,-111.6555,33.3078,53.60,35.60,50.36,90.00,7.00,0.00,29.96,M,20.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,53.60,KIWA 111247Z 09007KT 20SM SCT200 12/02 A2996
IWA,2017-11-11 13:48,-111.6555,33.3078,53.60,35.60,50.36,90.00,6.00,0.00,29.97,M,20.00,M,SCT,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,53.60,KIWA 111348Z 09006KT 20SM SCT150 12/02 A2997
IWA,2017-11-11 14:47,-111.6555,33.3078,55.40,35.60,47.16,110.00,6.00,0.00,30.00,M,45.00,M,FEW,M,M,M,18000.00,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 111447Z 11006KT 45SM FEW180 13/02 A3000
IWA,2017-11-11 16:00,-111.6555,33.3078,62.60,41.00,45.04,140.00,4.00,0.00,30.01,M,45.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,62.60,KIWA 111600Z 14004KT 45SM FEW200 17/05 A3001
IWA,2017-11-11 16:47,-111.6555,33.3078,69.80,41.00,35.09,150.00,3.00,0.00,30.02,M,45.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,69.80,KIWA 111647Z 15003KT 45SM SCT200 21/05 A3002
IWA,2017-11-11 17:50,-111.6555,33.3078,75.20,39.20,27.26,0.00,0.00,0.00,30.02,M,20.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,75.20,KIWA 111750Z 00000KT 20SM FEW200 24/04 A3002
IWA,2017-11-11 18:47,-111.6555,33.3078,78.80,39.20,24.19,0.00,0.00,0.00,30.00,M,20.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,78.80,KIWA 111847Z 00000KT 20SM FEW200 26/04 A3000
IWA,2017-11-11 19:53,-111.6555,33.3078,80.60,39.20,22.81,0.00,0.00,0.00,29.97,M,45.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,80.60,KIWA 111953Z 00000KT 45SM FEW200 27/04 A2997
IWA,2017-11-11 20:52,-111.6555,33.3078,82.40,37.40,20.04,260.00,4.00,0.00,29.96,M,45.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,82.40,KIWA 112052Z 26004KT 45SM FEW200 28/03 A2996
IWA,2017-11-11 21:47,-111.6555,33.3078,82.40,35.60,18.67,250.00,4.00,0.00,29.95,M,45.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,82.40,KIWA 112147Z 25004KT 45SM FEW250 28/02 A2995
IWA,2017-11-11 22:49,-111.6555,33.3078,82.40,32.00,16.16,0.00,0.00,0.00,29.94,M,20.00,M,FEW,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,82.40,KIWA 112249Z 00000KT 20SM FEW150 28/00 A2994
IWA,2017-11-11 23:47,-111.6555,33.3078,82.40,32.00,16.16,0.00,0.00,0.00,29.93,M,45.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,82.40,KIWA 112347Z 00000KT 45SM FEW250 28/00 A2993
IWA,2017-11-12 00:47,-111.6555,33.3078,78.80,30.20,16.90,300.00,4.00,0.00,29.95,M,20.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,78.80,KIWA 120047Z 30004KT 20SM FEW250 26/M01 A2995
IWA,2017-11-12 01:47,-111.6555,33.3078,73.40,28.40,18.80,0.00,0.00,0.00,29.97,M,20.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,73.40,KIWA 120147Z 00000KT 20SM FEW250 23/M02 A2997
IWA,2017-11-12 02:50,-111.6555,33.3078,68.00,30.20,24.32,40.00,4.00,0.00,29.97,M,20.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,68.00,KIWA 120250Z 04004KT 20SM FEW250 20/M01 A2997
IWA,2017-11-12 03:47,-111.6555,33.3078,64.40,30.20,27.55,90.00,3.00,0.00,29.98,M,20.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,64.40,KIWA 120347Z 09003KT 20SM FEW250 18/M01 A2998
IWA,2017-11-12 04:47,-111.6555,33.3078,60.80,30.20,31.28,130.00,4.00,0.00,29.98,M,20.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,60.80,KIWA 120447Z 13004KT 20SM FEW250 16/M01 A2998
IWA,2017-11-12 05:57,-111.6555,33.3078,60.80,32.00,33.64,140.00,4.00,0.00,29.99,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,KIWA 120557Z 14004KT 20SM SKC 16/00 A2999
IWA,2017-11-12 06:47,-111.6555,33.3078,57.20,30.20,35.57,120.00,6.00,0.00,29.99,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KIWA 120647Z 12006KT 20SM SKC 14/M01 A2999
IWA,2017-11-12 07:15,-111.6555,33.3078,55.40,30.20,37.97,140.00,7.00,0.00,29.99,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 120715Z AUTO 14007KT 10SM CLR 13/M01 A2999 RMK AO2
IWA,2017-11-12 07:35,-111.6555,33.3078,55.40,32.00,40.84,140.00,7.00,0.00,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 120735Z AUTO 14007KT 10SM CLR 13/00 A3000 RMK AO2
IWA,2017-11-12 07:55,-111.6555,33.3078,55.40,30.20,37.97,140.00,6.00,0.00,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 120755Z AUTO 14006KT 10SM CLR 13/M01 A3000 RMK AO2
IWA,2017-11-12 08:15,-111.6555,33.3078,55.40,30.20,37.97,120.00,6.00,0.00,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 120815Z AUTO 12006KT 10SM CLR 13/M01 A3000 RMK AO2
IWA,2017-11-12 08:35,-111.6555,33.3078,55.40,30.20,37.97,120.00,4.00,0.00,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 120835Z AUTO 12004KT 10SM CLR 13/M01 A3000 RMK AO2
IWA,2017-11-12 08:55,-111.6555,33.3078,53.60,28.40,37.67,90.00,4.00,0.00,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KIWA 120855Z AUTO 09004KT 10SM CLR 12/M02 A3000 RMK AO2
IWA,2017-11-12 09:15,-111.6555,33.3078,53.60,26.60,34.98,80.00,5.00,0.00,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KIWA 120915Z AUTO 08005KT 10SM CLR 12/M03 A3000 RMK AO2
IWA,2017-11-12 09:35,-111.6555,33.3078,53.60,26.60,34.98,100.00,5.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KIWA 120935Z AUTO 10005KT 10SM CLR 12/M03 A3001 RMK AO2
IWA,2017-11-12 09:55,-111.6555,33.3078,55.40,26.60,32.76,110.00,7.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 120955Z AUTO 11007KT 10SM CLR 13/M03 A3001 RMK AO2
IWA,2017-11-12 10:15,-111.6555,33.3078,53.60,26.60,34.98,110.00,7.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KIWA 121015Z AUTO 11007KT 10SM CLR 12/M03 A3001 RMK AO2
IWA,2017-11-12 10:35,-111.6555,33.3078,53.60,26.60,34.98,110.00,7.00,0.00,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KIWA 121035Z AUTO 11007KT 10SM CLR 12/M03 A3002 RMK AO2
IWA,2017-11-12 10:55,-111.6555,33.3078,55.40,26.60,32.76,110.00,9.00,0.00,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 121055Z AUTO 11009KT 10SM CLR 13/M03 A3002 RMK AO2
IWA,2017-11-12 11:15,-111.6555,33.3078,57.20,26.60,30.69,130.00,9.00,0.00,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KIWA 121115Z AUTO 13009KT 10SM CLR 14/M03 A3002 RMK AO2
IWA,2017-11-12 11:35,-111.6555,33.3078,57.20,26.60,30.69,120.00,8.00,0.00,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KIWA 121135Z AUTO 12008KT 10SM CLR 14/M03 A3002 RMK AO2
IWA,2017-11-12 11:54,-111.6555,33.3078,55.40,26.60,32.76,90.00,6.00,0.00,30.03,M,20.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 121154Z 09006KT 20SM FEW200 13/M03 A3003
IWA,2017-11-12 12:47,-111.6555,33.3078,53.60,24.80,32.46,90.00,7.00,0.00,30.04,M,20.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,53.60,KIWA 121247Z 09007KT 20SM FEW200 12/M04 A3004
IWA,2017-11-12 13:47,-111.6555,33.3078,53.60,24.80,32.46,110.00,7.00,0.00,30.05,M,20.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,53.60,KIWA 121347Z 11007KT 20SM SCT200 12/M04 A3005
IWA,2017-11-12 14:47,-111.6555,33.3078,55.40,26.60,32.76,120.00,6.00,0.00,30.07,M,45.00,M,BKN,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,55.40,KIWA 121447Z 12006KT 45SM BKN150 13/M03 A3007
IWA,2017-11-12 15:54,-111.6555,33.3078,62.60,28.40,27.27,120.00,4.00,0.00,30.09,M,20.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,62.60,KIWA 121554Z 12004KT 20SM FEW250 17/M02 A3009
IWA,2017-11-12 16:56,-111.6555,33.3078,66.20,32.00,27.83,M,3.00,0.00,30.09,M,20.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,66.20,KIWA 121656Z VRB03KT 20SM SCT250 19/00 A3009
IWA,2017-11-12 17:50,-111.6555,33.3078,71.60,32.00,23.13,260.00,4.00,0.00,30.09,M,45.00,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,71.60,KIWA 121750Z 26004KT 45SM BKN200 22/00 A3009
IWA,2017-11-12 19:00,-111.6555,33.3078,73.40,32.00,21.76,290.00,5.00,0.00,30.06,M,45.00,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,73.40,KIWA 121900Z 29005KT 45SM BKN200 23/00 A3006
IWA,2017-11-12 19:59,-111.6555,33.3078,78.80,30.20,16.90,290.00,3.00,0.00,30.02,M,20.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,78.80,KIWA 121959Z 29003KT 20SM FEW200 26/M01 A3002
IWA,2017-11-12 20:59,-111.6555,33.3078,82.40,28.40,13.96,260.00,6.00,0.00,30.01,M,20.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,82.40,KIWA 122059Z 26006KT 20SM FEW250 28/M02 A3001
IWA,2017-11-12 21:47,-111.6555,33.3078,84.20,28.40,13.18,300.00,4.00,0.00,30.00,M,45.00,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,84.20,KIWA 122147Z 30004KT 45SM BKN200 29/M02 A3000
IWA,2017-11-12 22:47,-111.6555,33.3078,84.20,30.20,14.18,290.00,4.00,0.00,29.98,M,45.00,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,84.20,KIWA 122247Z 29004KT 45SM BKN200 29/M01 A2998
IWA,2017-11-12 23:47,-111.6555,33.3078,82.40,30.20,15.03,280.00,4.00,0.00,29.99,M,45.00,M,SCT,BKN,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,82.40,KIWA 122347Z 28004KT 45SM SCT150 BKN200 28/M01 A2999
IWA,2017-11-13 00:51,-111.6555,33.3078,78.80,30.20,16.90,320.00,4.00,0.00,30.00,M,20.00,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,78.80,KIWA 130051Z 32004KT 20SM BKN200 26/M01 A3000
IWA,2017-11-13 01:48,-111.6555,33.3078,73.40,33.80,23.39,0.00,0.00,0.00,30.01,M,20.00,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,73.40,KIWA 130148Z 00000KT 20SM BKN200 23/01 A3001
IWA,2017-11-13 02:50,-111.6555,33.3078,69.80,32.00,24.59,270.00,3.00,0.00,30.02,M,20.00,M,SCT,BKN,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,69.80,KIWA 130250Z 27003KT 20SM SCT150 BKN200 21/00 A3002
IWA,2017-11-13 03:47,-111.6555,33.3078,66.20,33.80,29.92,120.00,4.00,0.00,30.02,M,20.00,M,SCT,BKN,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,66.20,KIWA 130347Z 12004KT 20SM SCT150 BKN200 19/01 A3002
IWA,2017-11-13 04:50,-111.6555,33.3078,66.20,33.80,29.92,0.00,0.00,0.00,30.04,M,20.00,M,SCT,BKN,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,66.20,KIWA 130450Z 00000KT 20SM SCT150 BKN200 19/01 A3004
IWA,2017-11-13 05:47,-111.6555,33.3078,64.40,28.40,25.60,90.00,6.00,0.00,30.04,M,20.00,M,SCT,BKN,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,64.40,KIWA 130547Z 09006KT 20SM SCT150 BKN200 18/M02 A3004
IWA,2017-11-13 06:47,-111.6555,33.3078,62.60,33.80,33.93,110.00,5.00,0.00,30.04,M,20.00,M,SCT,BKN,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,62.60,KIWA 130647Z 11005KT 20SM SCT150 BKN200 17/01 A3004
IWA,2017-11-13 07:15,-111.6555,33.3078,60.80,30.20,31.28,110.00,5.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,KIWA 130715Z AUTO 11005KT 10SM CLR 16/M01 A3004 RMK AO2
